run_id,timestamp,alpha,energy_proxy
20250829T105356Z-95c4bbf8,2025-08-29T10:53:56.459698+00:00,1.0,57.0
20250829T105356Z-95c4bbf8,2025-08-29T10:53:56.506556+00:00,0.7,45.0
20250829T105356Z-95c4bbf8,2025-08-29T10:53:56.554657+00:00,0.5,38.0
